_ID,_VALUE,#Name:string,NameKey:loc,Lv:int[],HideUIName:bool,DesKey:loc[],ShortDesKey:loc,DamageType:string,#Parameter1Name:string,Parameter1:obsint[],#Parameter2Name:string,Parameter2:obsint[],#Parameter3Name:string,Parameter3:obsint[],#Parameter4Name:string,Parameter4:obsint[],#Parameter5Name:string,Parameter5:obsint[],#Parameter6Name:string,Parameter6:obsint[],PhysicalFactor:decimal[],MagicFactor:decimal[],BaseDamage:int[],CriticalHit:int[],CriticalDamage:int[],AdjustFactor:int,TargetTeam:string,TriggerConfig:int[][],TriggerType:string,TriggerCount:int[],IconSprite:string,CoolTime:int[],AnimationType:int,AnimationName:string,Priority:int,AttributeType:string[][],AttributeNum:decimal[][],AttributeKind:string[][],BuffTarget:string[],SkillBuff:bool,PassiveKind:string,SpecialType:string[],UnlockCondition:loc
PASSIVE_PAEAN,1003101,赞歌,LOC_SKILL_NAMECN_SCROLLPASSIVE_PAEAN,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_PAEAN_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_ADORAMUS,0,,,,HP,0.04,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_PAEAN_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,HP,0.06,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_PAEAN_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,HP,0.08,Percentage,Group,,,,
PASSIVE_THE_SOUL_OF_OCCEAN,1003102,海洋之魂,LOC_SKILL_NAMECN_SCROLLPASSIVE_THE_SOUL_OF_OCCEAN,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_THE_SOUL_OF_OCCEAN_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_SPIRITOFSEA,0,,,,Armor#MagicDef,0.04#0.04,Percentage#Percentage,Character,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_THE_SOUL_OF_OCCEAN_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.06#0.06,Percentage#Percentage,Character,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_THE_SOUL_OF_OCCEAN_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,Armor#MagicDef,0.08#0.08,Percentage#Percentage,Character,,,,
PASSIVE_CHARITABLE_HEART,1003103,慈悲之心,LOC_SKILL_NAMECN_SCROLLPASSIVE_CHARITABLE_HEART,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_CHARITABLE_HEART_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_CLEMENTIA,0,,,,Armor,0.04,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_CHARITABLE_HEART_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,Armor#HP,0.05#0.04,Percentage#Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_CHARITABLE_HEART_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,Armor#HP,0.06#0.06,Percentage#Percentage,Hero,,,,
PASSIVE_GLORIOUS_1,1003301,圣光附体,LOC_SKILL_NAMECN_SCROLLPASSIVE_GLORIOUS_1,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_1_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_HOLYLIGHTPOSSESSION,0,,,,MagicalAttack,0.1,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_1_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,MagicalAttack,0.15,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_1_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,MagicalAttack,0.22,Percentage,Hero,,,,
PASSIVE_GLORIOUS_2,1003302,吸能旋涡,LOC_SKILL_NAMECN_SCROLLPASSIVE_GLORIOUS_2,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_2_1,,,用于说明文本的黑白阵营额外暴击伤害数值,50,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_MAELSTROM,0,,,,Magic,0.05,Percentage,Group,FALSE,Passive,"Bef:CampAddPer:[White,Black]:CriticalDamage:500",LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_2_2,,,,100,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,Magic,0.08,Percentage,Group,,,"Bef:CampAddPer:[White,Black]:CriticalDamage:1000",
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_2_3,,,,150,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,Magic,0.12,Percentage,Group,,,"Bef:CampAddPer:[White,Black]:CriticalDamage:1500",
PASSIVE_GLORIOUS_3,1003303,赎罪,LOC_SKILL_NAMECN_SCROLLPASSIVE_GLORIOUS_3,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_3_3,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_EXPIATIO,0,,,,CriticalHit,0.07,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_3_4,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,CriticalHit,0.12,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_GLORIOUS_3_5,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,CriticalHit,0.18,Percentage,Group,,,,
PASSIVE_VORTEX_1,1003401,大海赞歌,LOC_SKILL_NAMECN_SCROLLPASSIVE_VORTEX_1,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_1_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_SEAPRAISE,0,,,,HP,0.05,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_1_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,HP,0.08,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_1_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,HP#PhysicalHurt#MagicalHurt,0.13#-0.08#-0.08,Percentage#Percentage#Percentage,Group,,,,
PASSIVE_VORTEX_2,1003402,治愈泉水,LOC_SKILL_NAMECN_SCROLLPASSIVE_VORTEX_2,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_2_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_HEALINGSPRINGS,0,,,,Cure,0.3,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_2_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,Cure,0.5,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_2_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,Cure,0.75,Percentage,Hero,,,,
PASSIVE_VORTEX_3,1003403,急速水流,LOC_SKILL_NAMECN_SCROLLPASSIVE_VORTEX_3,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_3_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_RAPIDWATERFLOW,0,,,,AttackSpeed,0.06,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_3_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,AttackSpeed,0.12,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_VORTEX_3_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,AttackSpeed,0.18,Percentage,Hero,,,,
PASSIVE_REVERIE_1,1003501,风墙,LOC_SKILL_NAMECN_SCROLLPASSIVE_REVERIE_1,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_1_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_WINDWALL,0,,,,PhysicalHurt#MagicalHurt,-0.06#-0.06,Percentage#Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_1_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.12#-0.12,Percentage#Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_1_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,PhysicalHurt#MagicalHurt,-0.18#-0.18,Percentage#Percentage,Group,,,,
PASSIVE_REVERIE_2,1003502,裂风之刃,LOC_SKILL_NAMECN_SCROLLPASSIVE_REVERIE_2,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_2_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_WINDCUTER,0,,,,PhysicalAttack#MagicalAttack,0.06#0.06,Percentage#Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_2_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,PhysicalAttack#MagicalAttack,0.11#0.11,Percentage#Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_2_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,PhysicalAttack#MagicalAttack,0.17#0.17,Percentage#Percentage,Group,,,,
PASSIVE_REVERIE_3,1003503,飓风掌控,LOC_SKILL_NAMECN_SCROLLPASSIVE_REVERIE_3,1,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_3_1,,,,,,,,,,,,,,,0,0,100,0,0,0,Enemy,0,,0,ICON_PASSIVE_HURRICANECONTRIL,0,,,,HP,0.06,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_3_2,,,,,,,,,,,,,,,0,0,300,0,0,,,0,,0,,0,,,,HP,0.09,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_SCROLLPASSIVE_REVERIE_3_3,,,,,,,,,,,,,,,0,0,600,0,0,,,0,,0,,0,,,,HP#Damage#Magic,0.12#0.08#0.08,Percentage#Percentage#Percentage,Group,,,,
PASSIVE_PROFOUND_1,1003601,凝萃,LOC_SKILL_NAMECN_SCROLLPASSIVE_PROFOUND_1,1,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_1_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CONDENSATION,0,,,,HP#MagicDef,0.06#0.04,Percentage#Percentage,Group,FALSE,Passive,Armor#MagicDef,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_1_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#MagicDef,0.10#0.06,Percentage#Percentage,Group,,,Armor#MagicDef,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_1_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP#MagicDef,0.14#0.08,Percentage#Percentage,Group,,,Armor#MagicDef,
PASSIVE_PROFOUND_2,1003602,深渊守护,LOC_SKILL_NAMECN_SCROLLPASSIVE_PROFOUND_2,1,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_2_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_ABYSS_GUARDIAN,0,,,,Armor,0.04,Percentage,Group,FALSE,Passive,"InB:SelfHPPercentageAboveAddAttribute:10000,PhysicalHurt,Percentage,0#SelfHPPercentageAboveAddAttribute:10000,MagicalHurt,Percentage,0",LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_2_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor,0.06,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:7000,PhysicalHurt,Percentage,-600#SelfHPPercentageAboveAddAttribute:7000,MagicalHurt,Percentage,-600",
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_2_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Armor,0.08,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:6000,PhysicalHurt,Percentage,-1000#SelfHPPercentageAboveAddAttribute:6000,MagicalHurt,Percentage,-1000",
PASSIVE_PROFOUND_3,1003603,深邃黑暗,LOC_SKILL_NAMECN_SCROLLPASSIVE_PROFOUND_3,1,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_3_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_DEEP_DARKNESS,0,,,,MagicalHurt,-0.06,Percentage,Group,FALSE,Passive,"InB:SelfHPPercentageAboveAddAttribute:10000,Armor,Percentage,0#SelfHPPercentageAboveAddAttribute:10000,MagicDef,Percentage,0",LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_3_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.09,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:7000,Armor,Percentage,600#SelfHPPercentageAboveAddAttribute:7000,MagicDef,Percentage,600",
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_PROFOUND_3_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,MagicalHurt,-0.12,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:6000,Armor,Percentage,1000#SelfHPPercentageAboveAddAttribute:6000,MagicDef,Percentage,1000",
PASSIVE_SHOCK_1,1003701,震荡,LOC_SKILL_NAMECN_SCROLLPASSIVE_SHOCK_1,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_1_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SHOCK,0,,,,Damage,0.1,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_1_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage,0.14,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_1_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Damage,0.18,Percentage,Hero,,,,
PASSIVE_SHOCK_2,1003702,冲击波,LOC_SKILL_NAMECN_SCROLLPASSIVE_SHOCK_2,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_2_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SHOCK_WAVE,0,,,,AttackSpeed,0.04,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_2_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed#Armor#MagicDef,0.08#0.04#0.04,Percentage#Percentage#Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_2_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,AttackSpeed#Armor#MagicDef,0.12#0.06#0.06,Percentage#Percentage#Percentage,Group,,,,
PASSIVE_SHOCK_3,1003703,大地震击,LOC_SKILL_NAMECN_SCROLLPASSIVE_SHOCK_3,1,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_3_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_EARTH_SHOCK,0,,,,PhysicalAttack,0.06,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_3_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalAttack,0.1,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_SHOCK_3_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,PhysicalAttack#Damage,0.14#0.08,Percentage#Percentage,Group,,,,
PASSIVE_FLAME_1,1003801,热诚,LOC_SKILL_NAMECN_SCROLLPASSIVE_FLAME_1,1,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_1_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_ENTHUSIASM,0,,,,Magic,0.1,Percentage,Hero,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_0
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_1_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic,0.14,Percentage,Hero,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_1_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic,0.18,Percentage,Hero,,,,
PASSIVE_FLAME_2,1003802,炙热之心,LOC_SKILL_NAMECN_SCROLLPASSIVE_FLAME_2,1,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_2_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_SCORCHING_HEART,0,,,,HP,0.06,Percentage,Group,FALSE,Passive,"InB:SelfHPPercentageAboveAddAttribute:10000,MagicalAttack,Percentage,0",LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_1
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_2_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP,0.08,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:7000,MagicalAttack,Percentage,1200",
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_2_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,HP,0.1,Percentage,Group,,,"InB:SelfHPPercentageAboveAddAttribute:6000,MagicalAttack,Percentage,2000",
PASSIVE_FLAME_3,1003803,火焰爆发,LOC_SKILL_NAMECN_SCROLLPASSIVE_FLAME_3,1,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_3_1,,,,,,,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_FLAME_BURST,0,,,,Magic,0.08,Percentage,Group,FALSE,Passive,,LOC_PASSIVE_SCROLL_UNLOCK_CONDITION_2
,,,,2,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_3_2,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic,0.11,Percentage,Group,,,,
,,,,3,,LOC_SKILL_DES_DETAIL_PASSIVE_FLAME_3_3,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,Magic#Armor#MagicDef,0.14#0.08#0.08,Percentage#Percentage#Percentage,Group,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSIVE_BOSS_DEBUF_DOWN_ATK,99001,debuf降攻击,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,,降低攻击力千分比,40,最大层数限制,10,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CLEMENTIA,0,,,,,,,Hero,FALSE,Passive,,
PASSIVE_BOSS_SPUTTERATTACK,99002,溅射buf,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_2,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,,角度范围,360,半径范围,3,伤害千分比,500,可以用于设置溅射特效（-1表示没有）,0,击中特效,0,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CLEMENTIA,0,,,,HP,1,Constant,Hero,FALSE,Passive,,
,,,,2,,,,,,360,,5,,500,,0,,0,,,0,0,0,0,0,,,0,,0,,0,,,,HP,1,Constant,Hero,,,,
,,,,3,,,,,,120,,6,,500,,0,,0,,,0,0,0,0,0,,,0,,0,,0,,,,HP,1,Constant,Hero,,,,
,,,,4,,,,,,180,,10,,800,,0,,10429,,,0,0,0,0,0,,,0,,0,,0,,,,HP,1,Constant,Hero,,,,
,,,,5,,,,,,120,,6,,500,,0,,0,,,0,0,0,0,0,,,0,,0,,0,,,,HealthSteal,0.1,Percentage,Group,,,,
PASSIVE_BOSS_DETECT_ENEMY_NUM,99003,限制范围内敌人数量,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_3,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,范围半径/10,220,数量上限（0不限制）,0,数量下限（0不限制）,6,判断间隔时间/10,100,,,,,0,3,0,0,0,0,Enemy,15,Time,0,ICON_PASSIVE_CLEMENTIA,0,200,Skill1,10,,,,Hero,FALSE,Passive,Ani:14#33,
,,,,2,,,,,,220,,15,,9,,100,,,,,0,7,0,0,0,,,15,Time,0,,0,,,,,,,Hero,,,,
,,,,3,,,,,,220,,16,,13,,100,,,,,0,10,0,0,0,,,15,Time,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_DETECT_ENEMY_SKILL,99004,惩罚敌人释放技能,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_4,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,释放次数的幂次方/10,0,,,,,,,,,,,0,2,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CLEMENTIA,0,900,,,,,,Hero,FALSE,Passive,,
,,,,2,,,,,,10,,,,,,,,,,,0,2,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_ATK_NEAREST_HERO,99005,攻击最近目标,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_5,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,是否击杀目标就继续释放（0不释放）,0,,,,,,,,,,,0,4,0,0,0,0,Enemy,8#15,Time,0,ICON_PASSIVE_CLEMENTIA,0,100,Skill3,9,,,,Hero,FALSE,Passive,Ani:11#43,
,,,,2,,,,,,0,,,,,,,,,,,0,6,0,0,0,,,5#12,Time,0,,0,,,,,,,Hero,,,,
,,,,3,,,,,,1,,,,,,,,,,,0,7,0,0,0,,,5#12,Time,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_BEAR_WILD,99006,熊狂暴化,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_1,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,伤害增加千分比,5000,攻速增加千分比,3000,,,,,,,,,0,0,0,0,0,0,Enemy,60,Time,0,ICON_PASSIVE_CLEMENTIA,0,200,Passive1,,,,,Hero,FALSE,Passive,Ani:9#27,
,,,,2,,,,,,10000,,3000,,,,,,,,,0,0,0,0,0,,,45,,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_BEAR_TWIN_REBIRTH,99007,生命连环,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_2,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,复活cd时间/10,150,复活恢复血量千分比,1000,,,,,,,,,0,0,0,0,0,0,Enemy,0,,0,ICON_PASSIVE_CLEMENTIA,0,,,,,,,Hero,FALSE,Passive,,
,,,,2,,,,,,100,,1000,,,,,,,,,0,0,0,0,0,,,0,,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_BEAR_RANGE_ATK,99008,熊boss震地,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_3,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Physical,范围半径/10,40,攻速下降/千分比,200,持续时间/10,50,,,,,,,2,0,0,0,0,0,Enemy,200,AttackPer,0,ICON_PASSIVE_CLEMENTIA,8,100,Skill1,8,,,,Hero,FALSE,Passive,Ani:14#37,
,,,,2,,,,,范围半径/10,40,攻速下降/千分比,200,持续时间/10,50,,,,,,,2,0,0,0,0,,,200,AttackPer,0,,0,,,,,,,Hero,,,,
PASSIVE_BOSS_BEAR_WHITE_CURE_LOW,99009,白熊全体恢复低,LOC_PAN_GOD_BOSS_CHARACTER_ORC_SKILL_NAME_4,1,,LOC_PAN_GOD_BOSS_CHARACTER_DIFFUSE_SKILL_NAME_1,,Magical,治疗血量千分比,300,生效延迟时间/10,18,触发间隔/10,180,触发血量千分比,500,,,,,0,0,0,0,0,0,Friendly,,,0,ICON_PASSIVE_CLEMENTIA,0,100,Skill2,9,,,,Hero,FALSE,Passive,Ani:32#50,
,,,,2,,,,,,500,,18,,180,,500,,,,,0,0,0,0,0,,,,,0,,0,,,,,,,Hero,,,,
,,,,3,,,,,,1000,,18,,180,,500,,,,,0,0,0,0,0,,,,,0,,0,,,,,,,Hero,,,,
