_ID,_VALUE,#GroupName:string,DropType:string,ItemID:id[],#ItemName:string[],ItemDropWeight:int[],ItemMinCount:int[],ItemMaxCount:int[],VipLimit:int[]
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉男爵,3,1,1,0
,,,,HERO_HARWORD,神工匠霍华德,2,1,1,0
,,,,HERO_CELIA,智者西里亚,2,1,1,0
,,,,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_VESPER,贝思波,3,1,1,0
,,,,HERO_GLOOMUNDERNIGHT,幽暗梦魇,3,1,1,0
DROP_RO_LOTTERY_ASSOCIATED_UP_2_6,420006,UP奖池-UP组,Hero,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_1,420101,UP奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_LADY_TANEE,嗒妮小姐,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉男爵,3,1,1,0
,,,,HERO_HARWORD,神工匠霍华德,2,1,1,0
,,,,HERO_CELIA,智者西里亚,2,1,1,0
,,,,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_LORD_OF_DEATH,死灵骑士,3,1,1,0
,,,,HERO_GLOOMUNDERNIGHT,幽暗梦魇,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_TEN_1,420106,UP奖池-UP组,Hero,HERO_VESPER,贝思波,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_2,420201,UP奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_VESPER,贝思波,3,1,1,0
,,,,HERO_LORD_OF_DEATH,死灵骑士,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_SHECI,神射手,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_LADY_TANEE,嗒妮小姐,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_SEYREN,骑士领主,3,1,1,0
,,,,HERO_G_EREMES,十字刺客,2,1,1,0
,,,,HERO_CELIA,智者,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军,2,1,1,0
,,,,HERO_MAGALETA,神官,2,1,1,0
,,,,HERO_G_KATRINN,超魔导,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
DROP_RO_LOTTERY_UP_NEW_TEN_2,420206,UP奖池-UP组,Hero,HERO_GLOOMUNDERNIGHT,幽暗梦魇,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_3,420301,UP奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_VESPER,贝思波,3,1,1,0
,,,,HERO_LORD_OF_DEATH,死灵骑士,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_SEYREN,骑士领主,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_LADY_TANEE,嗒妮小姐,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_GLOOMUNDERNIGHT,幽暗梦魇,3,1,1,0
,,,,HERO_G_EREMES,十字刺客,2,1,1,0
,,,,HERO_DOPPELGANGER,死灵,2,1,1,0
,,,,HERO_CELIA,智者,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军,2,1,1,0
,,,,HERO_MAGALETA,神官,2,1,1,0
,,,,HERO_G_KATRINN,超魔导,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
DROP_RO_LOTTERY_UP_NEW_TEN_3,420306,UP奖池-UP组,Hero,HERO_SHECI,神射手,3,1,1,0
,,,,HERO_GYPSY_TRENTINI,冷艳舞姬,3,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_1,520001,精选奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_TEN_1,520006,精选奖池-精选组,Hero,HERO_ORK_HERO,兽人英雄,4,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_1231_1,420401,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_1231_2,420406,UP奖池-UP组,Hero,HERO_EDDGA,虎王,1,1,1,0
,,,,HERO_PHREEONI,皮里恩,1,1,1,0
DROP_RO_LOTTERY_UP_NEW_1231_3,420501,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_1231_4,420506,UP奖池-UP组,Hero,HERO_DRACULA_BARON,德古拉,1,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,1,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_1231_5,520101,精选奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_1231_6,520106,精选奖池-精选组,Hero,HERO_MAYA,蚁后,4,1,1,0
,,,,HERO_DOPPELGANGER,死灵,4,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,3,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_34_1,520201,精选奖池-SS组,Hero,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_34_6,520206,精选奖池-精选组,Hero,HERO_OSIRIS,俄塞里斯,1,1,1,0
,,,,HERO_BAPHOMET,巴风特,1,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,1,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_40_1,520301,精选奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_40_6,520306,精选奖池-精选组,Hero,HERO_SEYREN,骑士领主赛依连,3,1,1,0
,,,,HERO_DRAKE,海盗之王,4,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_36_1,420601,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_36_6,420606,UP奖池-UP组,Hero,HERO_G_KATRINN,超魔导师凯特莉娜,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_38_1,420701,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
DROP_RO_LOTTERY_UP_NEW_38_6,420706,UP奖池-UP组,Hero,HERO_HARWORD,神工匠,3,1,1,0
,,,,HERO_MISTRESS,蜂后,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_42_1,420801,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
DROP_RO_LOTTERY_UP_NEW_42_6,420806,UP奖池-UP组,Hero,HERO_CELIA,智者,3,1,1,0
,,,,HERO_GARM,卡仑,4,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_44_1,520401,精选奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_CELIA,智者,2,1,1,0
DROP_RO_LOTTERY_CHOICE_NEW_44_6,520406,精选奖池-精选组,Hero,HERO_MAGALETA,神官玛嘉雷特,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,4,1,1,0
,,,,HERO_EDDGA,虎王,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_46_1,420901,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_CELIA,智者,2,1,1,0
DROP_RO_LOTTERY_UP_NEW_46_6,420906,UP奖池-UP组,Hero,HERO_DRACULA_BARON,德古拉,4,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_48_1,421001,UP奖池-SS组,Hero,HERO_OSIRIS,俄塞里斯,3,1,1,0
,,,,HERO_DRAKE,海盗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_EDDGA,虎王,3,1,1,0
,,,,HERO_ORK_HERO,兽人英雄,3,1,1,0
,,,,HERO_MOONLIGHT,月夜猫,3,1,1,0
,,,,HERO_G_RANDGRIS,巴基力,3,1,1,0
,,,,HERO_DARK_SNAKE_LORD,墨蛇君,3,1,1,0
,,,,HERO_DOPPELGANGER,死灵,3,1,1,0
,,,,HERO_TURTLE_GENERAL,乌龟将军,3,1,1,0
,,,,HERO_KNIGHT_OF_WINDSTORM,冰暴骑士,3,1,1,0
,,,,HERO_MAYA,蚁后,3,1,1,0
,,,,HERO_PHREEONI,皮里恩,3,1,1,0
,,,,HERO_MISTRESS,蜂后,3,1,1,0
,,,,HERO_GARM,卡仑,3,1,1,0
,,,,HERO_DRACULA_BARON,德古拉,3,1,1,0
,,,,HERO_TAO_GUNKA,塔奥群卡,3,1,1,0
,,,,HERO_SEYREN,骑士领主赛依连,2,1,1,0
,,,,HERO_SHECI,神射手迪文,2,1,1,0
,,,,HERO_G_EREMES,十字刺客艾勒梅斯,2,1,1,0
,,,,HERO_MAGALETA,神官玛嘉雷特,2,1,1,0
,,,,HERO_G_KATRINN,超魔导师凯特莉娜,2,1,1,0
,,,,HERO_HARWORD,神工匠,2,1,1,0
,,,,HERO_G_RANDEL,圣殿十字军兰达,2,1,1,0
,,,,HERO_CELIA,智者,2,1,1,0
DROP_RO_LOTTERY_UP_NEW_48_6,421006,UP奖池-UP组,Hero,HERO_BACSOJIN,白素贞,3,1,1,0
,,,,HERO_DARK_LORD,黑暗之王,4,1,1,0
DROP_RO_LOTTERY_UP_NEW_2001_1,421101,UP奖池-SS组,Hero,HERO_DARK_LORD,黑暗之王,3,1,1,0
,,,,HERO_BAPHOMET,巴风特,3,1,1,0
,,,,HERO_OSIRIS,俄塞里斯,3,1,1,0
