_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
,,Effect,战斗中魔法减伤提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGMAGICDMGREDUCE_1,,1,3,None,0
,,Effect,战斗中受到伤害减少,DUNGEON_EFFECT_EVENT_POSITIVE_UP_INCOMINGDMGREDUCE_1,,1,2,None,0
,,Effect,战斗中暴击率提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRT_1,,1,2,None,0
,,Effect,战斗中暴击伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_CRTDMG_1,,1,1,None,0
,,Effect,战斗中治疗效果提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_HEALINGEFFECT_1,,1,1,None,0
,,Effect,战斗中技能伤害提升,DUNGEON_EFFECT_EVENT_POSITIVE_UP_SKILLDMG_1,,1,2,None,0
DUNGEON_LIB_EFFECTLIB_BATTLE_END_GROUP_001,30169,Effect,剪刀克布提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_RESTRAINT_1,3,1,5,None,0
,,Effect,剪刀克布提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_RESTRAINT_2,,1,3,None,0
,,Effect,布克石头提高,DUNGEON_EFFECT_POSTWAR_CLOTH_RESTRAINT_1,,1,5,None,0
,,Effect,布克石头提高,DUNGEON_EFFECT_POSTWAR_CLOTH_RESTRAINT_2,,1,3,None,0
,,Effect,石头克剪刀提高,DUNGEON_EFFECT_POSTWAR_STONE_RESTRAINT_1,,1,5,None,0
,,Effect,石头克剪刀提高,DUNGEON_EFFECT_POSTWAR_STONE_RESTRAINT_2,,1,3,None,0
,,Effect,所有相克提高,DUNGEON_EFFECT_POSTWAR_ALL_RESTRAINT_1,,1,4,None,0
,,Effect,所有相克提高,DUNGEON_EFFECT_POSTWAR_ALL_RESTRAINT_2,,1,2,None,0
,,Effect,全体治疗效果提高,DUNGEON_EFFECT_POSTWAR_ALL_TREATMENT_1,,1,4,None,0
,,Effect,全体治疗效果提高,DUNGEON_EFFECT_POSTWAR_ALL_TREATMENT_2,,1,2,None,0
,,Effect,全体护甲和魔抗提高,DUNGEON_EFFECT_POSTWAR_ALL_MDEF_1,,1,5,None,0
,,Effect,全体护甲和魔抗提高,DUNGEON_EFFECT_POSTWAR_ALL_MDEF_2,,1,3,None,0
,,Effect,剪刀阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_ATK_MATK_1,,1,5,None,0
,,Effect,剪刀阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_ATK_MATK_2,,1,3,None,0
,,Effect,布阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_CLOTH_ATK_MATK_1,,1,5,None,0
,,Effect,布阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_CLOTH_ATK_MATK_2,,1,3,None,0
,,Effect,石头阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_STONE_ATK_MATK_1,,1,5,None,0
,,Effect,石头阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_STONE_ATK_MATK_2,,1,3,None,0
,,Effect,黑阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_BLACK_ATK_MATK_1,,1,5,None,0
,,Effect,黑阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_BLACK_ATK_MATK_2,,1,3,None,0
,,Effect,白阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_WHITE_ATK_MATK_1,,1,5,None,0
,,Effect,白阵营物攻和魔攻提高,DUNGEON_EFFECT_POSTWAR_WHITE_ATK_MATK_2,,1,3,None,0
,,Effect,剪刀阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_PHYSDMG_MAGICDMG_1,,1,5,None,0
,,Effect,剪刀阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_PHYSDMG_MAGICDMG_2,,1,3,None,0
,,Effect,布阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_PHYSDMG_MAGICDMG_1,,1,5,None,0
,,Effect,布阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_PHYSDMG_MAGICDMG_2,,1,3,None,0
,,Effect,石头阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_STONE_PHYSDMG_MAGICDMG_1,,1,5,None,0
,,Effect,石头阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_STONE_PHYSDMG_MAGICDMG_2,,1,3,None,0
,,Effect,黑阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_PHYSDMG_MAGICDMG_1,,1,5,None,0
,,Effect,黑阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_PHYSDMG_MAGICDMG_2,,1,3,None,0
,,Effect,白阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_PHYSDMG_MAGICDMG_1,,1,5,None,0
,,Effect,白阵营物伤和魔伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_PHYSDMG_MAGICDMG_2,,1,3,None,0
,,Effect,剪刀阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,剪刀阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGPHYSDMGREDUCE_2,,1,3,None,0
,,Effect,布阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,布阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGPHYSDMGREDUCE_2,,1,3,None,0
,,Effect,石头阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,石头阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGPHYSDMGREDUCE_2,,1,3,None,0
,,Effect,黑阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,黑阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGPHYSDMGREDUCE_2,,1,3,None,0
,,Effect,白阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,白阵营物理减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGPHYSDMGREDUCE_2,,1,3,None,0
,,Effect,剪刀阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,剪刀阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_INCOMINGMAGICDMGREDUCE_2,,1,3,None,0
,,Effect,布阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,布阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_CLOTH_INCOMINGMAGICDMGREDUCE_2,,1,3,None,0
,,Effect,石头阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,石头阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_STONE_INCOMINGMAGICDMGREDUCE_2,,1,3,None,0
,,Effect,黑阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,黑阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_BLACK_INCOMINGMAGICDMGREDUCE_2,,1,3,None,0
,,Effect,白阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,白阵营魔法减伤提高,DUNGEON_EFFECT_POSTWAR_WHITE_INCOMINGMAGICDMGREDUCE_2,,1,3,None,0
,,Effect,剪刀阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_SKILLDMG_1,,1,5,None,0
,,Effect,剪刀阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_SCISSORS_SKILLDMG_2,,1,3,None,0
,,Effect,布阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_CLOTH_SKILLDMG_1,,1,5,None,0
,,Effect,布阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_CLOTH_SKILLDMG_2,,1,3,None,0
,,Effect,石头阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_STONE_SKILLDMG_1,,1,5,None,0
,,Effect,石头阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_STONE_SKILLDMG_2,,1,3,None,0
,,Effect,黑阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_BLACK_SKILLDMG_1,,1,5,None,0
,,Effect,黑阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_BLACK_SKILLDMG_2,,1,3,None,0
,,Effect,白阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_WHITE_SKILLDMG_1,,1,5,None,0
,,Effect,白阵营技能伤害提高,DUNGEON_EFFECT_POSTWAR_WHITE_SKILLDMG_2,,1,3,None,0
,,Effect,全体暴击伤害提高,DUNGEON_EFFECT_POSTWAR_ALL_CRTDMG_1,,1,2,None,0
,,Effect,全体物理穿透提高,DUNGEON_EFFECT_POSTWAR_ALL_DEFREDUCTION_1,,1,2,None,0
,,Effect,全体魔法穿透提高,DUNGEON_EFFECT_POSTWAR_ALL_MDEFREDUCTION_1,,1,2,None,0
,,Effect,全体攻击速度提高,DUNGEON_EFFECT_POSTWAR_ALL_ATKSPD_1,,1,1,None,0
,,Effect,全体物攻提高,DUNGEON_EFFECT_POSTWAR_ALL_ATK_1,,1,1,None,0
,,Effect,全体魔攻提高,DUNGEON_EFFECT_POSTWAR_ALL_MATK_1,,1,1,None,0
,,Effect,全体物伤提高,DUNGEON_EFFECT_POSTWAR_ALL_PHYSDMG_1,,1,1,None,0
,,Effect,全体魔伤提高,DUNGEON_EFFECT_POSTWAR_ALL_MAGICDMG_1,,1,1,None,0
,,Effect,全体受伤减免提高,DUNGEON_EFFECT_POSTWAR_ALL_INCOMINGDMGREDUCE_2,,1,1,None,0
,,Effect,全体技能伤害提高,DUNGEON_EFFECT_POSTWAR_ALL_SKILL_HURT_DECLINE_2,,1,1,None,0
,,Effect,全体暴击率提高,DUNGEON_EFFECT_POSTWAR_ALL_CRT_2,,1,1,None,0
DUNGEON_LIB_EFFECT_ITEM_HPREDUCE_7,30170,Effect,解除窒息层数,DUNGEON_EFFECT_ITEM_HPREDUCE_7,1,1,5,None,0
DUNGEON_LIB_EFFECT_HOTSPRING_1,30171,Effect,海底温泉,DUNGEON_EFFECT_HOTSPRING_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_STATUE_1,30172,Effect,女神雕像,DUNGEON_EFFECT_STATUE_1,1,1,10,None,0
DUNGEON_LIB_EFFECT_HELP_THEME_8,30173,Effect,沙漠受伤事件,DUNGEON_EFFECT_ABILITY_029,1,1,10,None,0
DUNGEON_LIB_EFFECT_MAGICFOREST_GROUP_001,30174,Effect,战斗中敌人物理攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_ATK_1,1,1,5,None,0
,,Effect,战斗中敌人魔法攻击提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MATK_1,,1,5,None,0
,,Effect,战斗中敌人物理防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_DEF_1,,1,5,None,0
,,Effect,战斗中敌人魔法防御提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MDEF_1,,1,5,None,0
,,Effect,战斗中敌人物理伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_PHYSDMG_1,,1,5,None,0
,,Effect,战斗中敌人魔法伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_MAGICDMG_1,,1,5,None,0
,,Effect,战斗中敌人物理减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGPHYSDMGREDUCE_1,,1,5,None,0
,,Effect,战斗中敌人魔法减伤提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGMAGICDMGREDUCE_1,,1,5,None,0
,,Effect,战斗中敌人受到伤害减少,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_INCOMINGDMGREDUCE_1,,1,5,None,0
,,Effect,战斗中敌人暴击率提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRT_1,,1,5,None,0
,,Effect,战斗中敌人暴击伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_CRTDMG_1,,1,5,None,0
,,Effect,战斗中敌人治疗效果提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_HEALINGEFFECT_1,,1,5,None,0
,,Effect,战斗中敌人技能伤害提升,DUNGEON_EFFECT_EVENT_NEGATIVE_UP_SKILLDMG_1,,1,5,None,0
DUNGEON_LIB_EFFECT_MAGICFOREST_2_GROUP_001,30175,Effect,战斗中物理攻击提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_1,1,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_1,0
,,Effect,战斗中魔法攻击提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_2,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_2,0
,,Effect,战斗中物理防御提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_3,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_3,0
,,Effect,战斗中魔法防御提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_4,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_4,0
,,Effect,物理魔法伤害提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_5,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_5,0
,,Effect,受到的物理魔法伤害减少,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_6,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_6,0
,,Effect,SP恢复加快,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_7,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_7,0
,,Effect,战斗中技能CD减少,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_8,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_8,0
,,Effect,战斗中技能伤害提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_9,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_9,0
,,Effect,战斗中治疗效果提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_POSITIVE_UP_10,,1,5,DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_10,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_1,30176,Effect,战斗中物理攻击提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_1,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_2,30177,Effect,战斗中魔法攻击提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_2,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_3,30178,Effect,战斗中物理防御提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_3,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_4,30179,Effect,战斗中魔法防御提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_4,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_5,30180,Effect,物理魔法伤害提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_5,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_6,30181,Effect,受到的物理魔法伤害减少,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_6,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_7,30182,Effect,SP恢复加快,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_7,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_8,30183,Effect,战斗中技能CD减少,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_8,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_9,30184,Effect,战斗中技能伤害提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_9,1,1,5,None,0
DUNGEON_LIB_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_10,30185,Effect,战斗中治疗效果提升,DUNGEON_EFFECT_EVENT_MAGICFOREST_2_FOLLOW_POSITIVE_UP_FOLLOW_10,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,30189,Effect,迷幻之王每3回合扣玩家魔物血,DUNGEON_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_LAVAFIELD_MACHETE_1,30190,Effect,岩刀：对荆棘秒杀，对敌人造成10%伤害,DUNGEON_EFFECT_THEME_LAVAFIELD_MACHETE_1,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_LAVAFIELD_SHOVEL_1,30191,Effect,岩铲：可挖开熔岩地块且不受伤害,DUNGEON_EFFECT_THEME_LAVAFIELD_SHOVEL_1,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_LAVAFIELD_PROBE_1,30192,Effect,探测眼镜：探测地块下的东西,DUNGEON_EFFECT_THEME_LAVAFIELD_PROBE_1,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_LAVAFIELD_DELIVERY_DEAD_1,30193,Effect,传送珠：重新激活传送门,DUNGEON_EFFECT_THEME_LAVAFIELD_DELIVERY_DEAD_1,1,1,5,None,0
DUNGEON_LIB_EFFECT_THEME_LAVAFIELD_LEVE_MASSIF_RESULT_1,30194,Effect,熔岩地块打开后扣血效果,DUNGEON_EFFECT_THEME_LAVAFIELD_LEVE_MASSIF_RESULT_1,1,1,5,None,0
DUNGEON_LIB_EVENTLIB_HELP_001,40000,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_002,40001,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_003,40002,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_004,40003,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_005,40004,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_006,40005,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_007,40006,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HELP_008,40007,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_001,40008,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_002,40009,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_003,40010,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_004,40011,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_005,40012,Event,人鱼-询问口袋,DUNGEON_EVENT_INQUIRY_5,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_006,40013,Event,人鱼-等待她过来,DUNGEON_EVENT_INQUIRY_6,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_007,40014,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_7,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_INQUIRY_008,40015,Event,皮里恩-上前询问,DUNGEON_EVENT_INQUIRY_8,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_001,40016,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_002,40017,Event,沉船-探索,DUNGEON_EVENT_EXPLORE_2,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_003,40018,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_3,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_004,40019,Event,雕像-探索雕像面部,DUNGEON_EVENT_EXPLORE_4,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_005,40020,Event,石碑-探索周围,DUNGEON_EVENT_EXPLORE_5,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_006,40021,Event,石碑-探索石碑,DUNGEON_EVENT_EXPLORE_6,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_007,40022,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_7,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_008,40023,Event,石棺-取下符文,DUNGEON_EVENT_EXPLORE_8,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_001,40024,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_002,40025,Event,破败祭坛-激活祭坛,DUNGEON_EVENT_ACTIVATION_2,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_003,40026,Event,雕像-激活雕像,DUNGEON_EVENT_ACTIVATION_3,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_004,40027,Event,雕像-打扫雕像,DUNGEON_EVENT_ACTIVATION_4,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_005,40028,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_5,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_006,40029,Event,石碑-尝试念出,DUNGEON_EVENT_ACTIVATION_6,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_007,40030,Event,石棺-激活石棺,DUNGEON_EVENT_ACTIVATION_7,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_ACTIVATION_008,40031,Event,石棺-拍打石棺,DUNGEON_EVENT_ACTIVATION_8,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_001,40032,Event,雕像-探索雕像头部,DUNGEON_EVENT_EXPLORE_ACTIVATION_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_002,40033,Event,雕像-探索雕像手部,DUNGEON_EVENT_EXPLORE_ACTIVATION_2,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_003,40034,Event,石碑-敲打石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_3,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_004,40035,Event,石碑-推到石碑,DUNGEON_EVENT_EXPLORE_ACTIVATION_4,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_005,40036,Event,石棺-全部打开,DUNGEON_EVENT_EXPLORE_ACTIVATION_5,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_EXPLORE_ACTIVATION_006,40037,Event,石棺-打开一条缝,DUNGEON_EVENT_EXPLORE_ACTIVATION_6,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_HOTSPRING_001,40038,Event,海底温泉,DUNGEON_EVENT_HOTSPRING_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_STATUE_001,40039,Event,女神雕像,DUNGEON_EVENT_STATUE_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_BUBBLE_001,40040,Event,气泡,DUNGEON_EVENT_BUBBLE_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_BATTLE_EFFECT_001,40041,Event,战后事件,DUNGEON_EVENT_BATTLE_EFFECT_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_OPEN_MASSIF_001,40042,Event,自动翻开格子,DUNGEON_EVENT_OPEN_MASSIF_1,1,1,10,None,0
DUNGEON_LIB_EVENTLIB_THEME_001,40043,Event,大事件,DUNGEON_EVENT_THEME_DRAGON_BALL_1,1,-1,10,None,0
DUNGEON_LIB_EVENTLIB_GROUP_001,40044,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_1,1,1,5,None,0
,,Event,螃蟹-牢笼,DUNGEON_EVENT_HELP_2,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_3,,1,5,None,0
,,Event,乌贼-牢笼,DUNGEON_EVENT_HELP_4,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_5,,1,5,None,0
,,Event,马克-牢笼,DUNGEON_EVENT_HELP_6,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_7,,1,5,None,0
,,Event,恶魔波利-牢笼,DUNGEON_EVENT_HELP_8,,1,5,None,0
DUNGEON_LIB_EVENTLIB_GROUP_002,40045,Event,地龙-直接抢,DUNGEON_EVENT_INQUIRY_1,1,1,5,None,0
,,Event,地龙-和他交换,DUNGEON_EVENT_INQUIRY_2,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_3,,1,5,None,0
,,Event,小恶魔-询问宝物,DUNGEON_EVENT_INQUIRY_4,,1,5,None,0
