_ID,_VALUE,#ManualTips:string,ManualMapInfo:string[][],PortalEventLib:id[],PortalLayer:int[],PortalTarget:id[],ManualEnemyMonsterLib:id[],ManualEnemySpecialEffectLib:id[],ManualEnemyMVP:bool[],ManualKeyInfo:int[],ManualItemLib:id[],ManualEventLib:id[],ManualDefaultOpenInfo:string[][],ManualEnemyMonsterNum:int[],ManualEnemyMonsterNumMVP:int[],MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_06,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,205,10,1390,290,10,710,120,240,12,2410,500,9,1230,210
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_003,18003,迷幻森林下地狱手动第15层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_07,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,190,260,13,4620,730,10,2340,330
DUNGEON_MAGICFOREST_2_MANUAL_GENERATE_TEMPLATE_INFERNAL_004,18004,迷幻森林下地狱手动第20层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_08,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_INFERNAL_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,300,10,4160,670,10,2080,290,280,14,7210,1160,11,3600,500
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_A1,19001,熔岩领域普通手动A层,E#B#I#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,90,5,240,100,4,200,1,1,1,1,1,1,1,1
,,,N#G#B#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F,5,5,90,5,240,100,4,200,1,1,1,1,1,1,1,1
,,,M#N#E#N#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_01,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,1,90,5,240,100,3,200,1,1,1,1,1,1,1,1
,,,N#B#B#O#N,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F,5,5,90,5,240,100,3,200,1,1,1,1,1,1,1,1
,,,G#N#M#B#G,,,,,,,,,,F|F|T|F|F,5,5,90,5,240,100,3,200,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_B2,19002,熔岩领域普通手动B层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_02,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_C3,19003,熔岩领域普通手动C层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_03,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_D4,19004,熔岩领域普通手动D层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_04,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_001,19005,熔岩领域普通手动第5层,E#B#I#T#G#N#P,DUNGEON_LIB_EVENT_THEME_PORTAL_01,10,DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,A1#A2#T#T#T#T#T,5,5,90,5,240,100,4,200,1,1,1,1,1,1,1,1
,,,N#G#B#E#N#N#P,DUNGEON_LIB_EVENT_THEME_PORTAL_01,10,DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_LAVAFIELD_LAVASTONESHOP_01,F#F#F#F#F#F#F,5,5,90,5,240,100,4,200,1,1,1,1,1,1,1,1
,,,M#N#E#N#M#N#P,DUNGEON_LIB_EVENT_THEME_PORTAL_01,10,DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_01,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,T#T#T#T#T#T#T,5,1,90,5,240,100,3,200,1,1,1,1,1,1,1,1
,,,N#B#B#N#N#N#P,DUNGEON_LIB_EVENT_THEME_PORTAL_01,10,DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F#F#F#F#F#F#F,5,5,90,5,240,100,3,200,1,1,1,1,1,1,1,1
,,,G#N#M#B#G#N#P,DUNGEON_LIB_EVENT_THEME_PORTAL_01,10,DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,,,,,,,T#T#T#T#T#T#T,5,5,90,5,240,100,3,200,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_002,19006,熔岩领域普通手动第10层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_02,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,115,5,670,140,5,420,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_003,19007,熔岩领域普通手动第15层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,N#B#M#N#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,E#E#B#B#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,N#B#M#N#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_03,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_003,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|T|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
,,,I#B#O#N#N#E,,,,,,,,,,F|F|F|F|F|F,5,5,140,7,1530,240,6,790,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_ORDINARY_004,19008,熔岩领域普通手动第20层,M#B#E#O#E#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#G#I#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#B#N#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,E#M#N#G#N#M#E,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#B#M#B#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,N#B#G#G#G#B#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F|F,5,5,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,M#B#E#M#E#B#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_04,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_004,TRUE,1,,,T|F|F|F|F|F|T,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_004,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_001,FALSE,0,,,,5,3,180,8,2500,420,8,1250,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_A1,19009,熔岩领域地狱手动A层,E#B#I#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,N#G#B#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_001,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,M#N#E#N#M,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_05,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_001,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F,5,1,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,N#B#B#O#N,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
,,,G#N#M#B#G,,,,,,,,,,F|F|T|F|F,5,5,180,9,620,250,9,320,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_B2,19010,熔岩领域地狱手动B层,N#E#N#G#E#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,M#B#B#G#B#M,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,G#N#O#B#N#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,M#E#N#E#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_002,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,N#G#G#B#N#N,,,,DUNGEON_LIB_MAGICFOREST_2_BOSS_DESERT_06,DUNGEON_LIB_EFFECT_THEME_MAGICFOREST_2_ABILITY_BOSS_002,TRUE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|F|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
,,,N#N#M#B#N#I,,,,,,,,DUNGEON_LIB_ITEMLIB_GROUP_001,,F|F|T|F|F|F,5,5,205,10,1390,290,10,710,1,1,1,1,1,1,1,1
DUNGEON_LAVAFIEID_MANUAL_GENERATE_TEMPLATE_INFERNAL_C3,19011,熔岩领域地狱手动C层,N#M#N#N#M#N,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
,,,E#B#N#B#B#G,,,,DUNGEON_LIB_DESERT_MONSTER_GROUP_003,None,FALSE,0,DUNGEON_LIB_ITEMLIB_027,DUNGEON_LIB_EVENTLIB_GLACIER_GROUP_001,F|F|F|F|F|F,5,5,235,10,2670,420,10,1350,1,1,1,1,1,1,1,1
