_ID,_VALUE,ExclusiveHero:id,StrengthenConsume:id,ExclusiveLv:int[],AttributeType:string[][],AttributeNum:int[][],PassiveBuff:id[],PassiveBuffLevel:int[],PassiveBuffDes:loc[],PassiveBuffPreviewDes:loc[]
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_PHARAOHS_CROW,1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_1,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_PHARAOHS_CROW,2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_2,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_PHARAOHS_CROW,3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_3,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_PHARAOHS_CROW,4,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_DES_4,LOC_EXCLUSIVE_EQUIPMENT_OSIRIS_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_12,12,HERO_DRAKE,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_CAPTAIN_SABRE,1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_1,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_CAPTAIN_SABRE,2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_2,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_CAPTAIN_SABRE,3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_3,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_CAPTAIN_SABRE,4,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_DES_4,LOC_EXCLUSIVE_EQUIPMENT_DRAKE_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_13,13,HERO_G_RANDEL,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,9,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_1,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_1
,,,,10,HP#Armor#MagicDef,10000#100#80,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,11,HP#Armor#MagicDef,11000#110#88,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,12,HP#Armor#MagicDef,12000#120#96,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,13,HP#Armor#MagicDef,13000#130#104,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,14,HP#Armor#MagicDef,14000#140#112,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,15,HP#Armor#MagicDef,15000#150#120,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,16,HP#Armor#MagicDef,16000#160#128,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,17,HP#Armor#MagicDef,18000#180#144,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,18,HP#Armor#MagicDef,20000#200#160,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,19,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_2,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_2
,,,,20,HP#Armor#MagicDef,22000#220#176,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,21,HP#Armor#MagicDef,24000#240#192,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,22,HP#Armor#MagicDef,27000#270#216,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,23,HP#Armor#MagicDef,30000#300#240,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,24,HP#Armor#MagicDef,33000#330#264,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,25,HP#Armor#MagicDef,36000#360#288,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,26,HP#Armor#MagicDef,39000#390#312,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,27,HP#Armor#MagicDef,42000#420#336,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,28,HP#Armor#MagicDef,46000#460#368,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,29,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_3,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_3
,,,,30,HP#Armor#MagicDef,50000#500#400,EXCLUSIVEEQUIP_HERO_SHIELD_AND_SWORD,4,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_DES_4,LOC_EXCLUSIVE_EQUIPMENT_G_RANDEL_PREVIEW_DES_4
EXCLUSIVE_EQUIPMENT_ATTRIBUTE_14,14,HERO_BAPHOMET,EXCLUSIVE_EQUIPMENT_STRENGTHEN_1,0,HP#Armor#MagicDef,5000#50#40,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,1,HP#Armor#MagicDef,5500#55#44,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,2,HP#Armor#MagicDef,6000#60#48,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,3,HP#Armor#MagicDef,6500#65#52,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,4,HP#Armor#MagicDef,7000#70#56,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,5,HP#Armor#MagicDef,7500#75#60,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,6,HP#Armor#MagicDef,8000#80#64,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,7,HP#Armor#MagicDef,8500#85#68,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
,,,,8,HP#Armor#MagicDef,9000#90#72,EXCLUSIVEEQUIP_SICKLE_OF_THE_DEAD,1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_DES_1,LOC_EXCLUSIVE_EQUIPMENT_BAPHOMET_PREVIEW_DES_1
